image,description
rb_4543422562.png,"On the table, there's a blue object and a plate. A robotic arm picked up the blue object and placed it on the plate."
rb_4551652991.png,"On the table, there's a purple bowl and a white bowl. The purple bowl has a toy inside. A robotic arm picked up the toy from the purple bowl and placed it into the white bowl."
rb_4557597987.png,"On the table, there's a plate with some bananas. A robotic arm picked up one banana."
rb_4574404616.png,"On the table, there's a brown snack and two soda cans. A robotic arm picked up the bottom-right soda can and placed it next to the top-right soda can."
rb_4576853272.png,"On the counter, there are some objects. A robotic arm picked up a sushi mold and placed it on the left green plate."
rb_4584598400.png,"On the table, there's a bowl with a blue round ball inside. A robotic arm picked up the round ball."
rb_4587296052.png,"On the table, there's a snack bag, a round ball, and a mineral water bottle. A robotic arm picked up the round ball."
rb_4592429359.png,"On the table, there's a round ball, a soda can, and a lying mineral water bottle. A robotic arm picked up the soda can."
rb_4609217456.png,"In the room, there is a white table. On top of it, there's a blue T shape model and a red T shape painting on the table. A robotic arm is pushing the T model to the position matching the red T shape red line."
rb_4617174339.png,"In the room, there is a grey table with an empty can and two snacks on top of it. A robotic arm is picking up the can and adjusting the can to up right position."
rb_4626527677.png,"In the kitchen, there are four stoves on the left and a sink on the right. On top of the stove,there is a green plastic cauliflower, a blue plastic corn, a blue vaegetable model, a green plate, a steel pot and a blue carrot model. The robot arm is picking up the cauliflower model and putting in the pot."
rb_4645552747.png,"On the table, there is a shopping basket, a box, a cup and a blow. The robot arm is picking up the cup and putting it to the basket."
rb_4692977694.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is a snack, a ball, a bowl and a can. The robot arm is picking up the can and putting it to the drawer."
rb_4704291981.png,"In the room, there is a cabinet. On top of the cabinet, there is a snack, a ball, and a can. The robot arm is picking up the snack and putting it behind the can."
rb_4712741219.png,"In the room, there is a cabinet. On top of the cabinet, there is a snack, a bottle of water, and a can. The robot arm is picking up the can and putting down it ."
rb_4713076952.png,"In the room, there is a glass table on the left and a black cabinet on the right. On top of the glass desk, there is a green apple model on top of a white plate. On top of the cabinet, there is a stick, a white circle, a small cube and a large cube. The robot arm is picking up the apple model and showing the apple to the camera."
rb_4761248737.png,"In the room, there is a table with a bowl and banana in the bowl. The robot arm is picking up the banana from the white bowl."
rb_4765868814.png,"In the room, there is a table. On top of it, there is a pickle model on top of a cloth and a fork in a blue pot. The robot arm is picking up the pickle model and putting to the upper right of the table."
rb_4779139109.png,"In the room, there is a table with a bowl and apple in the bowl. The robot arm is picking up the apple from the white bowl."
rb_4799730817.png,"In the room, there is a cabinet. On top of the cabinet, there is a snack, a empty water bettle, and a can. The robot arm is picking up the snack"
rb_4803667698.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is a a bowl. Also, there is a ball inside the drawer. The robot arm is picking up the ball and putting it on top of the cabinet."
rb_4804448561.png,"In the room, there is a cabinet. On top of the cabinet, there is a snack, a empty water bottle, and a can. The robot arm is picking up bottle and putting it near the snack ."
rb_4808081963.png,"In the room, there is a glass table on the left and a black cabinet on the right. On top of the glass desk, there are three apple models on top of a white plate. On top of the cabinet, there is a stick, a white circle, a small cube and a large cube. The robot arm is picking up a deep blue apple model and showing the apple to the camera."
rb_4809337060.png,"In the room, there is a cabinet with its door opening. Inside the cabinet, there is an egg plant model and a green pepper model. The robot arm is push the door in order to close it."
rb_4811481390.png,"In the kitchen, there is a oven with door opening, a orange bowl with a box in it and a orange plate with a bowl in its right grid having a apple model in it. The robot arm is picking up the brown bowl with apple model and moving them from the right grid to the left grid."
rb_4813248379.png,"On the cabinet, there is a steel pot, a cloth. On top of the cloth, there is a spoon and a toy. The robot arm is picking up the toy and removing it from the cloth."
rb_4832631838.png,"In the kitchen, there is a oven with door opening, a brown bowl on the baking sheet, a brown plate with a can in it, a orange bowl and a orange plate with two grids on the right. The robot arm is picking up the brown bowl on the baking sheet."
rb_4832712344.png,"In the room, there is cabinet with four grids. In each grid, there is a geometric model. The robot arm is picking up the plastic citcle in the lower right grid out of the cabinet."
rb_4834633506.png,"In the room, there is cabinet with four grids. In the lower right grid, here is a cube model and the rest of the geometric models are on top of the cabinet. The robot arm is picking up the cube in the lower right grid out of the cabinet."
